player,team,rating,minutes,season
Robbie Brady,Burnley,6.25,718,18-19
Robbie Brady,Burnley,6.77,716,16-17
Robbie Brady,Burnley,7.1,1279,17-18
Robbie Brady,Hull,6.65,892,13-14
Robbie Brady,Hull,6.95,1756,14-15
Robbie Brady,Norwich,7.15,2988,15-16
Robbie Keane,Aston Villa,6.95,459,11-12
Robbie Keane,Tottenham,6.05,223,10-11
Robbie Keane,Tottenham,6.76,1160,09-10
Robbie Keane,West Ham,6.29,486,10-11
Robert Elliot,Newcastle United,6.32,180,13-14
Robert Elliot,Newcastle United,6.32,834,12-13
Robert Elliot,Newcastle United,6.34,226,14-15
Robert Elliot,Newcastle United,6.63,1890,15-16
Robert Elliot,Newcastle United,6.83,1440,17-18
Robert Green,Queens Park Rangers,6.35,1321,12-13
Robert Green,Queens Park Rangers,6.65,3184,14-15
Robert Green,West Ham,6.6,3403,09-10
Robert Green,West Ham,6.74,3330,10-11
Robert Hall,West Ham,5.93,12,12-13
Robert Hulse,Queens Park Rangers,6.18,70,11-12
Robert Huth,Leicester,6.81,2929,16-17
Robert Huth,Leicester,7.15,3150,15-16
Robert Huth,Leicester,7.42,1180,14-15
Robert Huth,Stoke,6.13,3,14-15
Robert Huth,Stoke,6.95,3150,12-13
Robert Huth,Stoke,7.01,2832,11-12
Robert Huth,Stoke,7.05,1067,13-14
Robert Huth,Stoke,7.1,2743,09-10
Robert Huth,Stoke,7.15,3111,10-11
Robert Koren,Hull,6.39,1136,13-14
Robert Pires,Aston Villa,6.33,249,10-11
Robert Snodgrass,Hull,6.1,40,14-15
Robert Snodgrass,Hull,7.01,1712,16-17
Robert Snodgrass,Norwich,7.13,2573,13-14
Robert Snodgrass,Norwich,7.26,3067,12-13
Robert Snodgrass,West Ham,6.46,838,16-17
Robert Snodgrass,West Ham,6.78,2224,18-19
Roberto Firmino,Liverpool,7.19,1982,15-16
Roberto Firmino,Liverpool,7.2,2620,18-19
Roberto Firmino,Liverpool,7.39,2778,17-18
Roberto Firmino,Liverpool,7.54,3069,16-17
Roberto Pereyra,Watford,6.51,1622,17-18
Roberto Pereyra,Watford,6.62,1040,16-17
Roberto Pereyra,Watford,6.66,2825,18-19
Roberto Soldado,Tottenham,6.21,796,14-15
Roberto Soldado,Tottenham,6.54,1932,13-14
Robin van Persie,Arsenal,7.56,1768,10-11
Robin van Persie,Arsenal,7.8,3334,11-12
Robin van Persie,Arsenal,8.07,1256,09-10
Robin van Persie,Manchester United,7.06,1584,13-14
Robin van Persie,Manchester United,7.11,2114,14-15
Robin van Persie,Manchester United,7.71,3123,12-13
Robinho,Manchester City,6.68,542,09-10
Rodrigo Moreno,Bolton,6.5,495,10-11
Roger Espinoza,Wigan,6.77,606,12-13
Roger Johnson,Birmingham,7.08,3376,10-11
Roger Johnson,Birmingham,7.21,3420,09-10
Roger Johnson,West Ham,6.93,272,13-14
Roger Johnson,Wolverhampton Wanderers,6.78,2356,11-12
Roland Lamah,Swansea,6.19,152,12-13
Roland Lamah,Swansea,6.89,455,13-14
Rolando Aarons,Newcastle United,6.26,137,17-18
Rolando Aarons,Newcastle United,6.32,377,15-16
Rolando Aarons,Newcastle United,6.6,128,14-15
Romain Saïss,Wolverhampton Wanderers,6.93,1145,18-19
Roman Bednar,West Bromwich Albion,5.92,128,10-11
Roman Golobart,Wigan,6.6,213,12-13
Roman Pavlyuchenko,Tottenham,6.18,128,11-12
Roman Pavlyuchenko,Tottenham,6.66,1595,10-11
Roman Pavlyuchenko,Tottenham,6.82,747,09-10
Romelu Lukaku,Chelsea,6.14,41,13-14
Romelu Lukaku,Chelsea,6.35,158,11-12
Romelu Lukaku,Everton,6.77,2877,14-15
Romelu Lukaku,Everton,7.16,3177,15-16
Romelu Lukaku,Everton,7.31,2564,13-14
Romelu Lukaku,Everton,7.5,3267,16-17
Romelu Lukaku,Manchester United,6.84,2130,18-19
Romelu Lukaku,Manchester United,7.29,2869,17-18
Romelu Lukaku,West Bromwich Albion,6.95,2006,12-13
Ron Vlaar,Aston Villa,6.65,1647,14-15
Ron Vlaar,Aston Villa,6.93,2806,13-14
Ron Vlaar,Aston Villa,7.05,2391,12-13
Ron-Robert Zieler,Leicester,6.22,753,16-17
Ronald Zubar,Wolverhampton Wanderers,6.67,1163,11-12
Ronald Zubar,Wolverhampton Wanderers,7.0,1258,10-11
Ronald Zubar,Wolverhampton Wanderers,7.14,2061,09-10
Ronnie Stam,Wigan,6.43,1224,11-12
Ronnie Stam,Wigan,6.46,1009,12-13
Ronnie Stam,Wigan,6.63,1587,10-11
Roque Mesa,Swansea,6.28,758,17-18
Roque Santa Cruz,Blackburn,6.34,541,10-11
Roque Santa Cruz,Manchester City,5.91,24,10-11
Roque Santa Cruz,Manchester City,6.51,636,09-10
Rory Delap,Stoke,5.89,10,12-13
Rory Delap,Stoke,6.47,1527,11-12
Rory Delap,Stoke,6.74,2962,10-11
Rory Delap,Stoke,6.79,2887,09-10
Ross Barkley,Chelsea,6.37,131,17-18
Ross Barkley,Chelsea,6.65,1243,18-19
Ross Barkley,Everton,6.27,214,11-12
Ross Barkley,Everton,6.48,206,12-13
Ross Barkley,Everton,6.8,1966,14-15
Ross Barkley,Everton,7.0,2291,13-14
Ross Barkley,Everton,7.15,2909,16-17
Ross Barkley,Everton,7.31,3087,15-16
Ross Turnbull,Chelsea,6.12,180,11-12
Ross Turnbull,Chelsea,6.31,225,12-13
Ross Turnbull,Chelsea,6.4,180,09-10
Ross Wallace,Burnley,6.24,230,14-15
Royston Drenthe,Everton,6.71,1038,11-12
Ruben Loftus-Cheek,Chelsea,6.09,31,16-17
Ruben Loftus-Cheek,Chelsea,6.33,134,14-15
Ruben Loftus-Cheek,Chelsea,6.49,408,15-16
Ruben Loftus-Cheek,Chelsea,6.85,985,18-19
Ruben Loftus-Cheek,Crystal Palace,7.08,1875,17-18
Rubén Rochina,Blackburn,6.04,117,10-11
Rubén Rochina,Blackburn,6.67,819,11-12
Rudy Gestede,Aston Villa,6.83,1659,15-16
Rudy Gestede,Cardiff,6.23,50,13-14
Rudy Gestede,Middlesbrough,6.57,525,16-17
Rui Patrício,Wolverhampton Wanderers,6.45,3330,18-19
Rushian Hepburn-Murphy,Aston Villa,5.97,7,14-15
Rushian Hepburn-Murphy,Aston Villa,6.0,1,15-16
Russell Martin,Norwich,6.52,2616,13-14
Russell Martin,Norwich,6.61,2698,15-16
Russell Martin,Norwich,6.72,2690,12-13
Russell Martin,Norwich,6.84,2850,11-12
Ruud Boffin,West Ham,6.71,90,10-11
Ryan Allsop,Bournemouth,6.34,45,15-16
Ryan Allsop,Bournemouth,6.63,90,16-17
Ryan Babel,Fulham,6.86,1260,18-19
Ryan Babel,Liverpool,6.26,193,10-11
Ryan Babel,Liverpool,6.61,954,09-10
Ryan Bennett,Norwich,6.75,1065,12-13
Ryan Bennett,Norwich,6.76,1838,15-16
Ryan Bennett,Norwich,6.78,720,11-12
Ryan Bennett,Norwich,6.89,1348,13-14
Ryan Bennett,Wolverhampton Wanderers,6.77,3060,18-19
Ryan Bertrand,Aston Villa,6.44,1391,13-14
Ryan Bertrand,Chelsea,6.48,1280,12-13
Ryan Bertrand,Chelsea,6.77,64,13-14
Ryan Bertrand,Chelsea,6.8,540,11-12
Ryan Bertrand,Chelsea,6.82,33,10-11
Ryan Bertrand,Southampton,6.61,2160,18-19
Ryan Bertrand,Southampton,6.66,3137,17-18
Ryan Bertrand,Southampton,6.86,2508,16-17
Ryan Bertrand,Southampton,6.92,2880,15-16
Ryan Bertrand,Southampton,7.02,3055,14-15
Ryan Fraser,Bournemouth,6.71,1769,16-17
Ryan Fraser,Bournemouth,6.71,2010,17-18
Ryan Fraser,Bournemouth,7.08,3173,18-19
Ryan Fredericks,West Ham,6.76,1086,18-19
Ryan Giggs,Manchester United,6.47,504,13-14
Ryan Giggs,Manchester United,6.74,1162,12-13
Ryan Giggs,Manchester United,6.93,1467,11-12
Ryan Giggs,Manchester United,7.18,1678,10-11
Ryan Giggs,Manchester United,7.44,1815,09-10
Ryan Mason,Hull,6.29,929,16-17
Ryan Mason,Tottenham,6.39,801,15-16
Ryan Mason,Tottenham,6.86,2326,14-15
Ryan McGivern,Manchester City,6.08,20,10-11
Ryan Nelsen,Blackburn,6.53,90,11-12
Ryan Nelsen,Blackburn,7.14,2415,10-11
Ryan Nelsen,Blackburn,7.2,2271,09-10
Ryan Nelsen,Queens Park Rangers,7.3,1884,12-13
Ryan Nelsen,Tottenham,6.3,110,11-12
Ryan Noble,Sunderland,6.0,61,10-11
Ryan Noble,Sunderland,6.1,5,11-12
Ryan Seager,Southampton,6.0,1,14-15
Ryan Sessegnon,Fulham,6.42,2298,18-19
Ryan Shawcross,Stoke,6.81,1697,15-16
Ryan Shawcross,Stoke,6.85,3196,10-11
Ryan Shawcross,Stoke,6.87,3330,12-13
Ryan Shawcross,Stoke,6.9,3150,16-17
Ryan Shawcross,Stoke,6.93,3292,13-14
Ryan Shawcross,Stoke,6.97,3169,11-12
Ryan Shawcross,Stoke,7.07,2449,09-10
Ryan Shawcross,Stoke,7.09,2372,17-18
Ryan Shawcross,Stoke,7.09,2832,14-15
Ryan Shotton,Stoke,6.44,50,10-11
Ryan Shotton,Stoke,6.57,1394,11-12
Ryan Shotton,Stoke,6.82,1822,12-13
Ryan Taylor,Newcastle United,6.34,278,10-11
Ryan Taylor,Newcastle United,6.51,26,12-13
Ryan Taylor,Newcastle United,6.77,2127,11-12
Ryan Taylor,Newcastle United,6.81,907,14-15
Ryan Tunnicliffe,Fulham,6.38,166,13-14
Ryo Miyaichi,Arsenal,6.33,17,13-14
Ryo Miyaichi,Bolton,6.6,683,11-12
Ryo Miyaichi,Wigan,6.15,48,12-13
Rémy Cabella,Newcastle United,6.99,1947,14-15
Rúben Neves,Wolverhampton Wanderers,6.86,3009,18-19
Rúben Vinagre,Wolverhampton Wanderers,6.41,706,18-19
Sadio Mané,Liverpool,7.27,2207,17-18
Sadio Mané,Liverpool,7.43,3086,18-19
Sadio Mané,Liverpool,7.51,2248,16-17
Sadio Mané,Southampton,7.07,2135,14-15
Sadio Mané,Southampton,7.14,2608,15-16
Saido Berahino,Stoke,6.06,486,17-18
Saido Berahino,Stoke,6.22,722,16-17
Saido Berahino,West Bromwich Albion,6.07,245,16-17
Saido Berahino,West Bromwich Albion,6.33,1746,15-16
Saido Berahino,West Bromwich Albion,6.45,1407,13-14
Saido Berahino,West Bromwich Albion,6.69,2930,14-15
Salif Diao,Stoke,6.21,123,11-12
Salif Diao,Stoke,6.31,235,10-11
Salif Diao,Stoke,6.76,946,09-10
Salomon Kalou,Chelsea,6.73,577,11-12
Salomon Kalou,Chelsea,6.83,956,09-10
Salomon Kalou,Chelsea,6.86,1563,10-11
Salomón Rondón,Newcastle United,7.05,2609,18-19
Salomón Rondón,West Bromwich Albion,6.62,2568,15-16
Salomón Rondón,West Bromwich Albion,6.65,2896,16-17
Salomón Rondón,West Bromwich Albion,6.78,2772,17-18
Sam Baldock,Brighton,5.89,30,17-18
Sam Byram,West Ham,6.55,1248,16-17
Sam Byram,West Ham,6.66,286,15-16
Sam Byram,West Ham,6.7,247,17-18
Sam Clucas,Hull,6.67,3190,16-17
Sam Clucas,Swansea,6.53,2045,17-18
Sam Field,West Bromwich Albion,5.99,4,15-16
Sam Field,West Bromwich Albion,6.21,276,16-17
Sam Field,West Bromwich Albion,6.47,541,17-18
Sam Gallagher,Southampton,6.02,32,18-19
Sam Gallagher,Southampton,6.07,385,13-14
Sam Hutchinson,Chelsea,6.33,77,11-12
Sam Hutchinson,Chelsea,6.54,21,09-10
Sam McQueen,Southampton,6.22,142,17-18
Sam McQueen,Southampton,6.52,608,16-17
Sam Ricketts,Bolton,6.69,2168,09-10
Sam Ricketts,Bolton,6.74,1800,11-12
Sam Ricketts,Bolton,6.9,1389,10-11
Sam Surridge,Bournemouth,6.09,11,18-19
Sam Vokes,Burnley,6.33,562,14-15
Sam Vokes,Burnley,6.46,980,17-18
Sam Vokes,Burnley,6.63,916,18-19
Sam Vokes,Burnley,6.84,2055,16-17
Sam Vokes,Wolverhampton Wanderers,6.05,43,09-10
Sam Vokes,Wolverhampton Wanderers,6.06,28,10-11
Sam Vokes,Wolverhampton Wanderers,6.1,62,11-12
Samba Diakité,Queens Park Rangers,6.75,938,12-13
Samba Diakité,Queens Park Rangers,7.11,676,11-12
Samir Carruthers,Aston Villa,6.1,21,11-12
Samir Nasri,Arsenal,6.54,90,11-12
Samir Nasri,Arsenal,7.16,1888,09-10
Samir Nasri,Arsenal,7.31,2392,10-11
Samir Nasri,Manchester City,6.34,16,16-17
Samir Nasri,Manchester City,6.68,536,15-16
Samir Nasri,Manchester City,6.89,1807,12-13
Samir Nasri,Manchester City,6.94,1580,14-15
Samir Nasri,Manchester City,7.2,2173,11-12
Samir Nasri,Manchester City,7.34,2499,13-14
Samir Nasri,West Ham,6.53,246,18-19
Sammy Ameobi,Newcastle United,6.01,7,10-11
Sammy Ameobi,Newcastle United,6.04,192,11-12
Sammy Ameobi,Newcastle United,6.36,219,12-13
Sammy Ameobi,Newcastle United,6.48,373,13-14
Sammy Ameobi,Newcastle United,7.07,1423,14-15
Samuel Eto'o,Chelsea,7.08,1306,13-14
Samuel Eto'o,Everton,6.66,782,14-15
Sandro Ramírez,Everton,6.02,277,17-18
Sandro,Queens Park Rangers,6.93,1221,14-15
Sandro,Tottenham,6.54,829,13-14
Sandro,Tottenham,6.89,1076,10-11
Sandro,Tottenham,7.0,1419,11-12
Sandro,Tottenham,7.4,1780,12-13
Sandro,West Bromwich Albion,6.39,381,15-16
Santi Cazorla,Arsenal,7.04,619,16-17
Santi Cazorla,Arsenal,7.36,2597,13-14
Santi Cazorla,Arsenal,7.53,1293,15-16
Santi Cazorla,Arsenal,7.6,2992,14-15
Santi Cazorla,Arsenal,7.86,3311,12-13
Santiago Vergini,Sunderland,6.56,978,13-14
Santiago Vergini,Sunderland,6.9,2623,14-15
Sascha Riether,Fulham,6.52,2647,13-14
Sascha Riether,Fulham,6.83,3045,12-13
Scott Arfield,Burnley,6.55,2107,16-17
Scott Arfield,Burnley,6.58,3204,14-15
Scott Arfield,Burnley,6.63,1337,17-18
Scott Carson,West Bromwich Albion,6.31,2880,10-11
Scott Dann,Birmingham,6.93,1800,10-11
Scott Dann,Birmingham,7.14,2700,09-10
Scott Dann,Blackburn,6.62,2403,11-12
Scott Dann,Crystal Palace,6.69,1435,17-18
Scott Dann,Crystal Palace,6.74,661,18-19
Scott Dann,Crystal Palace,6.75,1744,16-17
Scott Dann,Crystal Palace,6.96,2923,14-15
Scott Dann,Crystal Palace,7.05,3150,15-16
Scott Dann,Crystal Palace,7.11,1260,13-14
Scott Malone,Huddersfield,6.38,1118,17-18
Scott McTominay,Manchester United,6.48,630,17-18
Scott McTominay,Manchester United,6.48,863,18-19
Scott McTominay,Manchester United,6.6,96,16-17
Scott Parker,Fulham,6.83,2318,13-14
Scott Parker,Tottenham,6.81,1363,12-13
Scott Parker,Tottenham,7.22,2476,11-12
Scott Parker,West Ham,7.27,2738,10-11
Scott Parker,West Ham,7.33,2576,09-10
Scott Sinclair,Aston Villa,6.24,1598,15-16
Scott Sinclair,Aston Villa,6.29,461,14-15
Scott Sinclair,Manchester City,6.0,3,14-15
Scott Sinclair,Manchester City,6.1,190,12-13
Scott Sinclair,Swansea,6.8,3123,11-12
Scott Sinclair,Swansea,7.08,13,12-13
Scott Sinclair,West Bromwich Albion,6.22,302,13-14
Scott Sinclair,Wigan,6.12,341,09-10
Sead Kolasinac,Arsenal,6.61,1891,18-19
Sead Kolasinac,Arsenal,6.92,2152,17-18
Sean Davis,Bolton,6.51,234,09-10
Sean Longstaff,Newcastle United,6.86,688,18-19
Sean Morrison,Cardiff,6.96,3040,18-19
Sean Morrison,Reading,7.03,1327,12-13
Sebastian Larsson,Birmingham,6.92,2382,09-10
Sebastian Larsson,Birmingham,6.94,2833,10-11
Sebastian Larsson,Sunderland,6.29,548,15-16
Sebastian Larsson,Sunderland,6.46,1471,16-17
Sebastian Larsson,Sunderland,6.72,2220,13-14
Sebastian Larsson,Sunderland,6.82,3001,12-13
Sebastian Larsson,Sunderland,7.01,3061,14-15
Sebastian Larsson,Sunderland,7.1,2710,11-12
Sebastian Prödl,Watford,6.02,14,18-19
Sebastian Prödl,Watford,6.54,1568,17-18
Sebastian Prödl,Watford,6.62,2775,16-17
Sebastian Prödl,Watford,6.82,1777,15-16
Sebastien Bassong,Norwich,6.74,2378,13-14
Sebastien Bassong,Norwich,6.75,2789,15-16
Sebastien Bassong,Norwich,6.84,2962,12-13
Sebastien Bassong,Tottenham,6.57,224,11-12
Sebastien Bassong,Tottenham,6.85,823,10-11
Sebastien Bassong,Tottenham,7.07,2295,09-10
Sebastien Bassong,Wolverhampton Wanderers,6.41,684,11-12
Sebastián Blanco,West Bromwich Albion,6.02,36,14-15
Sebastián Coates,Liverpool,6.36,233,12-13
Sebastián Coates,Liverpool,6.71,484,11-12
Sebastián Coates,Sunderland,6.85,1229,15-16
Sebastián Coates,Sunderland,7.22,822,14-15
Segundo Castillo,Wolverhampton Wanderers,6.27,504,09-10
Seol Ki-Hyeon,Fulham,6.38,1,09-10
Serge Aurier,Tottenham,6.85,564,18-19
Serge Aurier,Tottenham,7.28,1429,17-18
Serge Gnabry,Arsenal,6.13,8,12-13
Serge Gnabry,Arsenal,6.88,464,13-14
Serge Gnabry,West Bromwich Albion,6.36,12,15-16
Sergei Kornilenko,Blackpool,6.14,180,10-11
Sergi Canós,Liverpool,6.16,9,15-16
Sergio Agüero,Manchester City,7.03,1946,12-13
Sergio Agüero,Manchester City,7.33,2407,16-17
Sergio Agüero,Manchester City,7.39,2375,15-16
Sergio Agüero,Manchester City,7.45,2602,11-12
Sergio Agüero,Manchester City,7.53,2480,18-19
Sergio Agüero,Manchester City,7.67,2540,14-15
Sergio Agüero,Manchester City,7.71,1539,13-14
Sergio Agüero,Manchester City,7.81,1969,17-18
Sergio Rico,Fulham,6.57,2610,18-19
Sergio Romero,Manchester United,6.35,360,15-16
Sergio Romero,Manchester United,7.34,90,17-18
Sergio Romero,Manchester United,8.17,180,16-17
Seydou Doumbia,Newcastle United,6.03,29,15-16
Seyi Olofinjana,Hull,6.55,1129,09-10
Shane Duffy,Brighton,7.11,3088,18-19
Shane Duffy,Brighton,7.18,3294,17-18
Shane Duffy,Everton,6.0,1,12-13
Shane Duffy,Everton,6.63,212,11-12
Shane Ferguson,Newcastle United,6.12,156,11-12
Shane Ferguson,Newcastle United,6.32,342,12-13
Shane Ferguson,Newcastle United,6.44,309,10-11
Shane Long,Hull,6.86,1208,13-14
Shane Long,Southampton,6.4,1249,16-17
Shane Long,Southampton,6.5,1271,18-19
Shane Long,Southampton,6.53,1580,17-18
Shane Long,Southampton,6.69,1542,14-15
Shane Long,Southampton,7.02,2111,15-16
Shane Long,West Bromwich Albion,6.66,2186,11-12
Shane Long,West Bromwich Albion,6.68,1039,13-14
Shane Long,West Bromwich Albion,6.75,2168,12-13
Shaun Cummings,Reading,6.56,810,12-13
Shaun Derry,Queens Park Rangers,6.59,1080,12-13
Shaun Derry,Queens Park Rangers,6.61,2239,11-12
Shaun MacDonald,Bournemouth,6.01,29,15-16
Shaun Maloney,Hull,6.55,279,16-17
Shaun Maloney,Wigan,6.83,772,11-12
Shaun Maloney,Wigan,7.0,2946,12-13
Shaun Wright-Phillips,Manchester City,6.35,202,10-11
Shaun Wright-Phillips,Manchester City,7.0,1748,09-10
Shaun Wright-Phillips,Queens Park Rangers,6.34,128,14-15
Shaun Wright-Phillips,Queens Park Rangers,6.55,1250,12-13
Shaun Wright-Phillips,Queens Park Rangers,6.61,2213,11-12
Shay Given,Aston Villa,5.53,180,12-13
Shay Given,Aston Villa,6.29,270,14-15
Shay Given,Aston Villa,6.61,2828,11-12
Shay Given,Manchester City,6.68,3136,09-10
Shay Given,Stoke,6.22,226,15-16
Shay Given,Stoke,6.44,450,16-17
Shefki Kuqi,Newcastle United,6.02,23,10-11
Sheyi Ojo,Liverpool,6.66,397,15-16
Shinji Kagawa,Manchester United,6.71,1172,13-14
Shinji Kagawa,Manchester United,6.91,1325,12-13
Shinji Okazaki,Leicester,6.1,271,18-19
Shinji Okazaki,Leicester,6.5,1578,16-17
Shinji Okazaki,Leicester,6.58,1330,17-18
Shinji Okazaki,Leicester,6.61,2074,15-16
Shkodran Mustafi,Arsenal,7.05,2617,18-19
Shkodran Mustafi,Arsenal,7.35,2275,16-17
Shkodran Mustafi,Arsenal,7.38,2274,17-18
Shola Ameobi,Crystal Palace,6.1,38,14-15
Shola Ameobi,Newcastle United,6.36,678,12-13
Shola Ameobi,Newcastle United,6.48,1007,11-12
Shola Ameobi,Newcastle United,6.62,1287,13-14
Shola Ameobi,Newcastle United,6.72,1759,10-11
Siem de Jong,Newcastle United,6.2,447,15-16
Siem de Jong,Newcastle United,6.6,147,14-15
Silvestre Varela,West Bromwich Albion,6.46,333,14-15
Simeon Jackson,Norwich,6.1,403,12-13
Simeon Jackson,Norwich,6.44,944,11-12
Simon Cox,West Bromwich Albion,6.27,768,10-11
Simon Cox,West Bromwich Albion,6.29,756,11-12
Simon Davies,Fulham,6.27,300,11-12
Simon Davies,Fulham,6.73,1001,09-10
Simon Davies,Fulham,6.96,2212,10-11
Simon Dawkins,Aston Villa,6.13,71,12-13
Simon Francis,Bournemouth,6.77,1230,18-19
Simon Francis,Bournemouth,6.94,2941,16-17
Simon Francis,Bournemouth,6.96,2710,17-18
Simon Francis,Bournemouth,7.16,3387,15-16
Simon Lappin,Norwich,6.9,292,11-12
Simon Mignolet,Liverpool,6.49,1710,17-18
Simon Mignolet,Liverpool,6.52,3060,15-16
Simon Mignolet,Liverpool,6.68,3420,13-14
Simon Mignolet,Liverpool,6.72,2520,16-17
Simon Mignolet,Liverpool,6.73,3224,14-15
Simon Mignolet,Sunderland,6.72,2070,10-11
Simon Mignolet,Sunderland,6.86,2573,11-12
Simon Mignolet,Sunderland,6.99,3420,12-13
Simon Vukcevic,Blackburn,6.56,378,11-12
Simone Zaza,West Ham,6.38,461,16-17
Sofiane Boufal,Southampton,6.68,1215,17-18
Sofiane Boufal,Southampton,6.73,1103,16-17
Sofiane Feghouli,West Ham,6.6,1040,16-17
Sokratis,Arsenal,6.82,2199,18-19
Sol Bamba,Cardiff,7.15,2477,18-19
Sol Campbell,Arsenal,7.14,955,09-10
Sol Campbell,Newcastle United,6.18,406,10-11
Solly March,Brighton,6.6,1844,17-18
Solly March,Brighton,6.79,2475,18-19
Somen Tchoyi,West Bromwich Albion,6.12,646,11-12
Somen Tchoyi,West Bromwich Albion,6.55,814,10-11
Son Heung-Min,Tottenham,6.53,1107,15-16
Son Heung-Min,Tottenham,6.99,2312,17-18
Son Heung-Min,Tottenham,7.1,2049,18-19
Son Heung-Min,Tottenham,7.14,2070,16-17
Sone Aluko,Hull,6.34,1242,14-15
Sone Aluko,Hull,6.64,936,13-14
Sotirios Kyrgiakos,Liverpool,6.81,1080,10-11
Sotirios Kyrgiakos,Liverpool,7.28,1193,09-10
Sotirios Kyrgiakos,Sunderland,6.31,189,11-12
Stanislav Manolev,Fulham,6.63,430,12-13
Steed Malbranque,Sunderland,6.79,2176,10-11
Steed Malbranque,Sunderland,7.11,2093,09-10
Stefan Johansen,Fulham,6.03,412,18-19
Stefan Maierhofer,Wolverhampton Wanderers,6.0,1,11-12
Stefan Maierhofer,Wolverhampton Wanderers,6.14,180,09-10
Stefan Savic,Manchester City,6.63,543,11-12
Stefano Okaka,Fulham,6.45,442,09-10
Stefano Okaka,Watford,5.97,22,18-19
Stefano Okaka,Watford,6.37,446,17-18
Stefano Okaka,Watford,6.63,955,16-17
Stephan Lichtsteiner,Arsenal,6.27,941,18-19
Stephen Carr,Birmingham,6.56,3375,10-11
Stephen Carr,Birmingham,6.82,3112,09-10
Stephen Crainey,Blackpool,6.76,2749,10-11
Stephen Darby,Liverpool,6.0,1,09-10
Stephen Dobbie,Crystal Palace,6.23,66,13-14
Stephen Dobbie,Swansea,6.21,258,11-12
Stephen Hunt,Hull,7.08,2322,09-10
Stephen Hunt,Wolverhampton Wanderers,6.45,1396,11-12
Stephen Hunt,Wolverhampton Wanderers,6.65,1341,10-11
Stephen Ireland,Aston Villa,6.19,504,10-11
Stephen Ireland,Aston Villa,6.44,783,12-13
Stephen Ireland,Aston Villa,6.8,1590,11-12
Stephen Ireland,Manchester City,6.81,1453,09-10
Stephen Ireland,Newcastle United,6.1,49,10-11
Stephen Ireland,Stoke,6.1,128,17-18
Stephen Ireland,Stoke,6.25,232,15-16
Stephen Ireland,Stoke,6.53,935,14-15
Stephen Ireland,Stoke,6.64,1389,13-14
Stephen Jordan,Burnley,6.74,2024,09-10
Stephen Kelly,Fulham,6.11,106,12-13
Stephen Kelly,Fulham,6.69,2021,11-12
Stephen Kelly,Fulham,6.72,595,09-10
Stephen Kelly,Fulham,6.82,729,10-11
Stephen Kelly,Reading,6.56,1424,12-13
Stephen Kingsley,Swansea,6.35,1037,16-17
Stephen Kingsley,Swansea,7.03,356,15-16
Stephen Quinn,Hull,6.2,503,13-14
Stephen Quinn,Hull,6.51,1640,14-15
Stephen Ward,Burnley,6.65,230,18-19
Stephen Ward,Burnley,6.77,623,14-15
Stephen Ward,Burnley,6.88,3233,16-17
Stephen Ward,Burnley,6.89,2462,17-18
Stephen Ward,Wolverhampton Wanderers,6.43,2396,10-11
Stephen Ward,Wolverhampton Wanderers,6.63,3420,11-12
Stephen Ward,Wolverhampton Wanderers,6.83,1577,09-10
Stephen Warnock,Aston Villa,6.83,1710,10-11
Stephen Warnock,Aston Villa,7.02,3056,11-12
Stephen Warnock,Aston Villa,7.07,2596,09-10
Stephen Warnock,Blackburn,6.45,90,09-10
Stevan Jovetic,Manchester City,6.75,362,13-14
Stevan Jovetic,Manchester City,6.87,787,14-15
Steve Cook,Bournemouth,6.89,2766,17-18
Steve Cook,Bournemouth,6.96,2787,18-19
Steve Cook,Bournemouth,7.03,3196,15-16
Steve Cook,Bournemouth,7.18,3420,16-17
Steve De Ridder,Southampton,6.41,48,12-13
Steve Finnan,Portsmouth,6.75,1810,09-10
Steve Gohouri,Wigan,6.17,683,11-12
Steve Gohouri,Wigan,6.86,368,09-10
Steve Gohouri,Wigan,7.16,2361,10-11
Steve Harper,Hull,6.46,1100,13-14
Steve Harper,Hull,6.93,853,14-15
Steve Harper,Newcastle United,6.66,1565,10-11
Steve Harper,Newcastle United,6.66,458,12-13
Steve Mandanda,Crystal Palace,6.26,810,16-17
Steve Morison,Norwich,6.13,467,12-13
Steve Morison,Norwich,6.57,2099,11-12
Steve Mounie,Huddersfield,6.69,1778,18-19
Steve Mounie,Huddersfield,6.78,1858,17-18
Steve Sidwell,Aston Villa,6.52,1216,09-10
Steve Sidwell,Aston Villa,6.57,118,10-11
Steve Sidwell,Fulham,6.95,1082,11-12
Steve Sidwell,Fulham,7.03,3234,13-14
Steve Sidwell,Fulham,7.11,2104,12-13
Steve Sidwell,Fulham,7.24,940,10-11
Steve Sidwell,Stoke,6.29,447,14-15
Steve Sidwell,Stoke,6.38,12,15-16
Steve Simonsen,Stoke,7.38,229,09-10
Steven Berghuis,Watford,6.42,222,15-16
Steven Caldwell,Burnley,6.57,1063,09-10
Steven Caldwell,Wigan,6.57,812,10-11
Steven Caulker,Cardiff,7.06,3420,13-14
Steven Caulker,Liverpool,6.06,4,15-16
Steven Caulker,Queens Park Rangers,7.17,3017,14-15
Steven Caulker,Southampton,6.78,145,15-16
Steven Caulker,Swansea,6.9,2340,11-12
Steven Caulker,Tottenham,6.97,1575,12-13
Steven Davis,Southampton,6.45,97,18-19
Steven Davis,Southampton,6.64,1521,17-18
