UID,Player,Tm,MP,PER,Season
961,Quincy Acy\acyqu01,NYK,1287,11.9,14-15
961,Quincy Acy\acyqu01,PHO,123,2.9,18-19
961,Quincy Acy\acyqu01,SAC,786,9.6,13-14
961,Quincy Acy\acyqu01,SAC,876,14.7,15-16
961,Quincy Acy\acyqu01,TOR,342,15.9,12-13
961,Quincy Acy\acyqu01,TOR,61,17.2,13-14
962,Quincy Miller\millequ01,DEN,26,5.9,12-13
962,Quincy Miller\millequ01,DEN,789,8.6,13-14
962,Quincy Miller\millequ01,DET,58,3.6,14-15
962,Quincy Miller\millequ01,SAC,61,11.1,14-15
963,Quincy Pondexter\pondequ01,CHI,196,4,17-18
963,Quincy Pondexter\pondequ01,MEM,1002,9.4,11-12
963,Quincy Pondexter\pondequ01,MEM,1243,11,12-13
963,Quincy Pondexter\pondequ01,MEM,270,10.3,13-14
963,Quincy Pondexter\pondequ01,MEM,540,7.1,14-15
963,Quincy Pondexter\pondequ01,NOH,734,8.5,10-11
963,Quincy Pondexter\pondequ01,NOP,1253,11.1,14-15
963,Quincy Pondexter\pondequ01,SAS,292,13.2,18-19
964,Quinn Cook\cookqu01,DAL,77,6.9,16-17
964,Quinn Cook\cookqu01,GSW,1059,13.1,18-19
964,Quinn Cook\cookqu01,GSW,740,12.8,17-18
964,Quinn Cook\cookqu01,NOP,111,15.3,16-17
965,Quinton Ross\rossqu01,DAL,301,5.4,09-10
965,Quinton Ross\rossqu01,NJN,353,3.7,10-11
965,Quinton Ross\rossqu01,WAS,261,0.3,09-10
966,R.J. Hunter\hunterj01,BOS,26,21.5,18-19
966,R.J. Hunter\hunterj01,BOS,315,7.7,15-16
966,R.J. Hunter\hunterj01,CHI,9,-3.2,16-17
966,R.J. Hunter\hunterj01,HOU,45,8.5,17-18
967,Rafer Alston\alstora01,MIA,655,7.7,09-10
967,Rafer Alston\alstora01,NJN,766,8.7,09-10
968,Raja Bell\bellra01,CHA,157,12.8,09-10
968,Raja Bell\bellra01,GSW,23,20.6,09-10
968,Raja Bell\bellra01,UTA,2097,8.2,10-11
968,Raja Bell\bellra01,UTA,796,8.3,11-12
969,Rajon Rondo\rondora01,BOS,1423,18.1,12-13
969,Rajon Rondo\rondora01,BOS,1957,17.5,11-12
969,Rajon Rondo\rondora01,BOS,2527,17.1,10-11
969,Rajon Rondo\rondora01,BOS,2963,19.1,09-10
969,Rajon Rondo\rondora01,BOS,699,15.4,14-15
969,Rajon Rondo\rondora01,BOS,998,15.3,13-14
969,Rajon Rondo\rondora01,CHI,1843,13.6,16-17
969,Rajon Rondo\rondora01,DAL,1319,12.4,14-15
969,Rajon Rondo\rondora01,LAL,1369,12.1,18-19
969,Rajon Rondo\rondora01,NOP,1705,15.3,17-18
969,Rajon Rondo\rondora01,SAC,2537,16.9,15-16
970,Rakeem Christmas\chrisra01,IND,219,10.4,16-17
970,Rakeem Christmas\chrisra01,IND,6,32,15-16
971,Ramon Sessions\sessira01,CHA,1305,14.6,13-14
971,Ramon Sessions\sessira01,CHA,1652,17.7,12-13
971,Ramon Sessions\sessira01,CHO,811,12.4,16-17
971,Ramon Sessions\sessira01,CLE,1006,16.4,11-12
971,Ramon Sessions\sessira01,CLE,2133,19,10-11
971,Ramon Sessions\sessira01,LAL,701,17.3,11-12
971,Ramon Sessions\sessira01,MIL,909,18,13-14
971,Ramon Sessions\sessira01,MIN,1732,12.9,09-10
971,Ramon Sessions\sessira01,NYK,167,6.2,17-18
971,Ramon Sessions\sessira01,SAC,642,8.1,14-15
971,Ramon Sessions\sessira01,WAS,1667,15.9,15-16
971,Ramon Sessions\sessira01,WAS,225,14.9,17-18
971,Ramon Sessions\sessira01,WAS,546,14.7,14-15
972,Randolph Morris\morrira01,ATL,124,14.6,09-10
973,Randy Foye\foyera01,BRK,1284,7.3,16-17
973,Randy Foye\foyera01,DEN,1070,7.8,15-16
973,Randy Foye\foyera01,DEN,1087,11,14-15
973,Randy Foye\foyera01,DEN,2485,13.3,13-14
973,Randy Foye\foyera01,LAC,1551,11.4,10-11
973,Randy Foye\foyera01,LAC,1682,13.5,11-12
973,Randy Foye\foyera01,OKC,572,7.1,15-16
973,Randy Foye\foyera01,UTA,2249,11.7,12-13
973,Randy Foye\foyera01,WAS,1667,13.2,09-10
974,Rashad Vaughn\vaughra01,BRK,4,4.1,17-18
974,Rashad Vaughn\vaughra01,MIL,1001,4.2,15-16
974,Rashad Vaughn\vaughra01,MIL,173,11.1,17-18
974,Rashad Vaughn\vaughra01,MIL,458,7.8,16-17
974,Rashad Vaughn\vaughra01,ORL,35,1.1,17-18
975,Rashard Lewis\lewisra02,MIA,792,11.1,12-13
975,Rashard Lewis\lewisra02,MIA,971,10.7,13-14
975,Rashard Lewis\lewisra02,ORL,2369,14,09-10
975,Rashard Lewis\lewisra02,ORL,810,11,10-11
975,Rashard Lewis\lewisra02,WAS,1014,12.8,10-11
975,Rashard Lewis\lewisra02,WAS,729,9.3,11-12
976,Rasheed Wallace\wallara01,BOS,1780,13.1,09-10
976,Rasheed Wallace\wallara01,NYK,296,16.7,12-13
977,Rasho Nesterović\nestera01,TOR,413,16,09-10
978,Rasual Butler\butlera01,CHI,26,14.5,10-11
978,Rasual Butler\butlera01,IND,378,12.2,13-14
978,Rasual Butler\butlera01,LAC,2702,10.7,09-10
978,Rasual Butler\butlera01,LAC,744,5.9,10-11
978,Rasual Butler\butlera01,SAS,432,13.4,15-16
978,Rasual Butler\butlera01,TOR,453,4.8,11-12
978,Rasual Butler\butlera01,WAS,1505,11.4,14-15
979,Raul Neto\netora01,UTA,1499,10.2,15-16
979,Raul Neto\netora01,UTA,346,10.7,16-17
979,Raul Neto\netora01,UTA,474,13.5,18-19
979,Raul Neto\netora01,UTA,498,11.9,17-18
980,Rawle Alkins\alkinra01,CHI,120,8.1,18-19
981,Ray Allen*\allenra02,BOS,1565,14.8,11-12
981,Ray Allen*\allenra02,BOS,2819,15.2,09-10
981,Ray Allen*\allenra02,BOS,2890,16.4,10-11
981,Ray Allen*\allenra02,MIA,1936,12.8,13-14
981,Ray Allen*\allenra02,MIA,2035,14.7,12-13
982,Ray McCallum\mccalra01,MEM,219,7.7,15-16
982,Ray McCallum\mccalra01,SAC,1436,12.5,14-15
982,Ray McCallum\mccalra01,SAC,897,9.7,13-14
982,Ray McCallum\mccalra01,SAS,256,10.3,15-16
983,Ray Spalding\spaldra01,DAL,1,0,18-19
983,Ray Spalding\spaldra01,PHO,147,14.7,18-19
984,Raymond Felton\feltora01,CHA,2643,15.2,09-10
984,Raymond Felton\feltora01,DAL,2192,11.9,15-16
984,Raymond Felton\feltora01,DAL,281,12.4,14-15
984,Raymond Felton\feltora01,DEN,663,14.7,10-11
984,Raymond Felton\feltora01,LAC,1700,10.9,16-17
984,Raymond Felton\feltora01,NYK,2017,12.9,13-14
984,Raymond Felton\feltora01,NYK,2074,17.3,10-11
984,Raymond Felton\feltora01,NYK,2313,15.2,12-13
984,Raymond Felton\feltora01,OKC,1365,13,17-18
984,Raymond Felton\feltora01,OKC,379,11.2,18-19
984,Raymond Felton\feltora01,POR,1906,13.4,11-12
985,Reggie Bullock\bullore01,DET,1355,11,18-19
985,Reggie Bullock\bullore01,DET,1732,13.6,17-18
985,Reggie Bullock\bullore01,DET,429,12,15-16
985,Reggie Bullock\bullore01,DET,467,11.7,16-17
985,Reggie Bullock\bullore01,LAC,263,8.8,14-15
985,Reggie Bullock\bullore01,LAC,395,6.7,13-14
985,Reggie Bullock\bullore01,LAL,524,9.1,18-19
985,Reggie Bullock\bullore01,PHO,75,-3.1,14-15
986,Reggie Evans\evansre01,BRK,1967,12.8,12-13
986,Reggie Evans\evansre01,BRK,399,9,13-14
986,Reggie Evans\evansre01,LAC,771,9.2,11-12
986,Reggie Evans\evansre01,SAC,500,13.8,13-14
986,Reggie Evans\evansre01,SAC,764,11.7,14-15
986,Reggie Evans\evansre01,TOR,311,11.4,09-10
986,Reggie Evans\evansre01,TOR,798,12.4,10-11
987,Reggie Hearn\hearnre01,DET,7,13.1,17-18
988,Reggie Jackson\jacksre01,DET,1201,15.9,17-18
988,Reggie Jackson\jacksre01,DET,1424,14.9,16-17
988,Reggie Jackson\jacksre01,DET,2289,15.2,18-19
988,Reggie Jackson\jacksre01,DET,2424,19.6,15-16
988,Reggie Jackson\jacksre01,DET,870,19.8,14-15
988,Reggie Jackson\jacksre01,OKC,1398,15.6,14-15
988,Reggie Jackson\jacksre01,OKC,2277,15.4,13-14
988,Reggie Jackson\jacksre01,OKC,501,9.2,11-12
988,Reggie Jackson\jacksre01,OKC,993,14.2,12-13
989,Reggie Williams\willire02,CHA,380,13.2,12-13
989,Reggie Williams\willire02,CHA,747,12.4,11-12
989,Reggie Williams\willire02,GSW,1626,14.9,10-11
989,Reggie Williams\willire02,GSW,782,16.1,09-10
989,Reggie Williams\willire02,NOP,79,11.7,16-17
989,Reggie Williams\willire02,OKC,17,16.4,13-14
989,Reggie Williams\willire02,SAS,105,10.5,14-15
990,Renaldo Balkman\balkmre01,DEN,44,12.8,10-11
990,Renaldo Balkman\balkmre01,DEN,91,6.6,09-10
990,Renaldo Balkman\balkmre01,NYK,115,14.3,11-12
990,Renaldo Balkman\balkmre01,NYK,18,0.7,10-11
991,Richard Hamilton\hamilri01,CHI,1088,10.6,12-13
991,Richard Hamilton\hamilri01,CHI,697,13.2,11-12
991,Richard Hamilton\hamilri01,DET,1498,15.8,10-11
991,Richard Hamilton\hamilri01,DET,1552,14.9,09-10
992,Richard Jefferson\jefferi01,CLE,1326,9.7,15-16
992,Richard Jefferson\jefferi01,CLE,1614,8.3,16-17
992,Richard Jefferson\jefferi01,DAL,1244,11.3,14-15
992,Richard Jefferson\jefferi01,DEN,163,6.4,17-18
992,Richard Jefferson\jefferi01,GSW,568,10.3,12-13
992,Richard Jefferson\jefferi01,GSW,580,11.6,11-12
992,Richard Jefferson\jefferi01,SAS,1168,10.9,11-12
992,Richard Jefferson\jefferi01,SAS,2459,12.4,10-11
992,Richard Jefferson\jefferi01,SAS,2520,13.1,09-10
992,Richard Jefferson\jefferi01,UTA,2213,11.8,13-14
993,Richaun Holmes\holmeri01,PHI,1193,18.6,16-17
993,Richaun Holmes\holmeri01,PHI,702,15.9,15-16
993,Richaun Holmes\holmeri01,PHI,746,17.4,17-18
993,Richaun Holmes\holmeri01,PHO,1184,20.7,18-19
994,Ricky Davis\davisri01,LAC,499,8.5,09-10
995,Ricky Ledo\ledori01,DAL,11,-22.5,14-15
995,Ricky Ledo\ledori01,DAL,33,12.7,13-14
995,Ricky Ledo\ledori01,NYK,233,7.6,14-15
996,Ricky Rubio\rubiori01,MIN,1404,14.6,11-12
996,Ricky Rubio\rubiori01,MIN,1691,16.2,12-13
996,Ricky Rubio\rubiori01,MIN,2323,17.6,15-16
996,Ricky Rubio\rubiori01,MIN,2469,16.8,16-17
996,Ricky Rubio\rubiori01,MIN,2638,15.4,13-14
996,Ricky Rubio\rubiori01,MIN,692,15.2,14-15
996,Ricky Rubio\rubiori01,UTA,1899,14,18-19
996,Ricky Rubio\rubiori01,UTA,2254,15.4,17-18
997,Robbie Hummel\hummero01,MIN,655,9.6,13-14
997,Robbie Hummel\hummero01,MIN,742,9.7,14-15
998,Robert Covington\covinro01,HOU,34,15,13-14
998,Robert Covington\covinro01,MIN,763,14.7,18-19
998,Robert Covington\covinro01,PHI,1903,13.2,15-16
998,Robert Covington\covinro01,PHI,1956,14.7,14-15
998,Robert Covington\covinro01,PHI,2119,13.2,16-17
998,Robert Covington\covinro01,PHI,2532,12.9,17-18
998,Robert Covington\covinro01,PHI,440,11,18-19
999,Robert Sacre\sacrero01,LAL,1089,12.1,13-14
999,Robert Sacre\sacrero01,LAL,1133,10.9,14-15
999,Robert Sacre\sacrero01,LAL,203,3.4,12-13
999,Robert Sacre\sacrero01,LAL,320,10.4,15-16
1000,Robert Williams\williro04,BOS,283,18.8,18-19
1001,Robin Lopez\lopezro01,CHI,1606,15.9,18-19
1001,Robin Lopez\lopezro01,CHI,1690,14.7,17-18
1001,Robin Lopez\lopezro01,CHI,2271,14.4,16-17
1001,Robin Lopez\lopezro01,NOH,2136,18.9,12-13
1001,Robin Lopez\lopezro01,NYK,2219,17.6,15-16
1001,Robin Lopez\lopezro01,PHO,895,15.2,11-12
1001,Robin Lopez\lopezro01,PHO,986,17.6,09-10
1001,Robin Lopez\lopezro01,PHO,991,13.9,10-11
1001,Robin Lopez\lopezro01,POR,1638,16.2,14-15
1001,Robin Lopez\lopezro01,POR,2603,17.7,13-14
1002,Rodions Kurucs\kurucro01,BRK,1294,11,18-19
1003,Rodney Carney\carnero01,GSW,331,10.7,10-11
1003,Rodney Carney\carnero01,MEM,5,20.4,10-11
1003,Rodney Carney\carnero01,PHI,857,12.7,09-10
1004,Rodney Hood\hoodro01,CLE,1234,13,18-19
1004,Rodney Hood\hoodro01,CLE,532,12.7,17-18
1004,Rodney Hood\hoodro01,POR,659,10.9,18-19
1004,Rodney Hood\hoodro01,UTA,1064,12.3,14-15
1004,Rodney Hood\hoodro01,UTA,1084,15.1,17-18
1004,Rodney Hood\hoodro01,UTA,1593,12.4,16-17
1004,Rodney Hood\hoodro01,UTA,2541,14.1,15-16
1005,Rodney McGruder\mcgruro01,MIA,1550,9.4,18-19
1005,Rodney McGruder\mcgruro01,MIA,1966,9.1,16-17
1005,Rodney McGruder\mcgruro01,MIA,299,12,17-18
1006,Rodney Purvis\purviro01,ORL,290,4.5,17-18
1007,Rodney Stuckey\stuckro01,DET,1644,17.6,11-12
1007,Rodney Stuckey\stuckro01,DET,1950,14,13-14
1007,Rodney Stuckey\stuckro01,DET,2171,13,12-13
1007,Rodney Stuckey\stuckro01,DET,2183,18.4,10-11
1007,Rodney Stuckey\stuckro01,DET,2499,15.6,09-10
1007,Rodney Stuckey\stuckro01,IND,1275,12.6,15-16
1007,Rodney Stuckey\stuckro01,IND,1874,15.4,14-15
1007,Rodney Stuckey\stuckro01,IND,696,9.5,16-17
1008,Rodrigue Beaubois\beaubro01,DAL,1151,15.3,11-12
1008,Rodrigue Beaubois\beaubro01,DAL,496,11.4,10-11
1008,Rodrigue Beaubois\beaubro01,DAL,549,10.6,12-13
1008,Rodrigue Beaubois\beaubro01,DAL,700,18.5,09-10
1009,Roger Mason\masonro01,MIA,260,8.2,13-14
1009,Roger Mason\masonro01,NOH,1219,10,12-13
1009,Roger Mason\masonro01,NYK,319,7.1,10-11
1009,Roger Mason\masonro01,SAS,1515,9.7,09-10
1009,Roger Mason\masonro01,WAS,697,12.1,11-12
1010,Roko Ukić\ukicro01,MIL,97,12.2,09-10
1011,Ron Baker\bakerro01,NYK,107,4.4,18-19
1011,Ron Baker\bakerro01,NYK,385,9.3,17-18
1011,Ron Baker\bakerro01,NYK,857,7.5,16-17
1011,Ron Baker\bakerro01,WAS,45,-2,18-19
1012,Ronald Dupree\duprero01,TOR,13,0.5,10-11
1013,Ronald Murray\murraro01,CHA,993,11.4,09-10
1013,Ronald Murray\murraro01,CHI,680,12.1,09-10
1014,Rondae Hollis-Jefferson\holliro01,BRK,1234,12.5,18-19
1014,Rondae Hollis-Jefferson\holliro01,BRK,1761,13.7,16-17
1014,Rondae Hollis-Jefferson\holliro01,BRK,1920,16.9,17-18
1014,Rondae Hollis-Jefferson\holliro01,BRK,615,14.2,15-16
1015,Ronnie Brewer\brewero02,CHI,1635,12.3,11-12
1015,Ronnie Brewer\brewero02,CHI,1781,13.8,10-11
1015,Ronnie Brewer\brewero02,CHI,2,0,13-14
1015,Ronnie Brewer\brewero02,HOU,158,3.5,13-14
1015,Ronnie Brewer\brewero02,MEM,80,5.9,09-10
1015,Ronnie Brewer\brewero02,NYK,711,10.2,12-13
1015,Ronnie Brewer\brewero02,OKC,142,9.1,12-13
1015,Ronnie Brewer\brewero02,UTA,1662,12.8,09-10
1016,Ronnie Price\pricero01,LAL,982,10.2,14-15
1016,Ronnie Price\pricero01,ORL,377,7.6,13-14
1016,Ronnie Price\pricero01,PHO,1211,9.6,15-16
1016,Ronnie Price\pricero01,PHO,134,5.9,16-17
1016,Ronnie Price\pricero01,PHO,517,8.4,11-12
1016,Ronnie Price\pricero01,POR,510,6.8,12-13
1016,Ronnie Price\pricero01,UTA,717,5.5,10-11
1016,Ronnie Price\pricero01,UTA,806,10.3,09-10
1017,Ronny Turiaf\turiaro01,GSW,872,12.6,09-10
1017,Ronny Turiaf\turiaro01,LAC,701,9.4,12-13
1017,Ronny Turiaf\turiaro01,MIA,221,12.6,11-12
1017,Ronny Turiaf\turiaro01,MIN,19,4.3,14-15
1017,Ronny Turiaf\turiaro01,MIN,606,13.9,13-14
1017,Ronny Turiaf\turiaro01,NYK,1141,13.6,10-11
1017,Ronny Turiaf\turiaro01,WAS,58,10.8,11-12
1018,Roy Hibbert\hibbero01,CHO,671,13.5,16-17
1018,Roy Hibbert\hibbero01,DEN,11,16.3,16-17
1018,Roy Hibbert\hibbero01,IND,1926,15.4,14-15
1018,Roy Hibbert\hibbero01,IND,1937,19.3,11-12
1018,Roy Hibbert\hibbero01,IND,2035,16.2,09-10
1018,Roy Hibbert\hibbero01,IND,2244,15.9,10-11
1018,Roy Hibbert\hibbero01,IND,2269,17.3,12-13
1018,Roy Hibbert\hibbero01,IND,2409,13.5,13-14
1018,Roy Hibbert\hibbero01,LAL,1878,11.2,15-16
1019,Royal Ivey\iveyro01,MIL,90,6.8,09-10
1019,Royal Ivey\iveyro01,OKC,155,8.2,10-11
1019,Royal Ivey\iveyro01,OKC,354,4.7,11-12
1019,Royal Ivey\iveyro01,OKC,5,-16.5,13-14
1019,Royal Ivey\iveyro01,PHI,236,12.6,09-10
1019,Royal Ivey\iveyro01,PHI,698,8.1,12-13
1020,Royce O'Neale\onealro01,UTA,1150,10.8,17-18
1020,Royce O'Neale\onealro01,UTA,1671,9,18-19
1021,Royce White\whitero03,SAC,9,-8.3,13-14
1022,Rudy Fernández\fernaru01,DEN,710,13.3,11-12
1022,Rudy Fernández\fernaru01,POR,1441,13.1,09-10
1022,Rudy Fernández\fernaru01,POR,1821,13.4,10-11
1023,Rudy Gay\gayru01,MEM,1541,14.1,12-13
1023,Rudy Gay\gayru01,MEM,2152,17.8,10-11
1023,Rudy Gay\gayru01,MEM,2422,17.8,11-12
1023,Rudy Gay\gayru01,MEM,3175,16.2,09-10
1023,Rudy Gay\gayru01,SAC,1013,17.9,16-17
1023,Rudy Gay\gayru01,SAC,1892,19.6,13-14
1023,Rudy Gay\gayru01,SAC,2379,15.5,15-16
1023,Rudy Gay\gayru01,SAC,2408,19.7,14-15
1023,Rudy Gay\gayru01,SAS,1231,18,17-18
1023,Rudy Gay\gayru01,SAS,1842,17.5,18-19
1023,Rudy Gay\gayru01,TOR,1146,17.6,12-13
1023,Rudy Gay\gayru01,TOR,639,14.7,13-14
1024,Rudy Gobert\goberru01,UTA,1816,20.7,17-18
1024,Rudy Gobert\goberru01,UTA,1932,17.5,15-16
1024,Rudy Gobert\goberru01,UTA,2158,21.6,14-15
1024,Rudy Gobert\goberru01,UTA,2577,24.6,18-19
1024,Rudy Gobert\goberru01,UTA,2744,23.3,16-17
1024,Rudy Gobert\goberru01,UTA,434,12.9,13-14
1025,Russ Smith\smithru01,MEM,36,22.7,14-15
1025,Russ Smith\smithru01,MEM,66,10.5,15-16
1025,Russ Smith\smithru01,NOP,29,-16.6,14-15
1026,Russell Westbrook\westbru01,OKC,1412,24.7,13-14
1026,Russell Westbrook\westbru01,OKC,2302,29.1,14-15
1026,Russell Westbrook\westbru01,OKC,2331,22.9,11-12
1026,Russell Westbrook\westbru01,OKC,2630,21.1,18-19
1026,Russell Westbrook\westbru01,OKC,2750,27.6,15-16
1026,Russell Westbrook\westbru01,OKC,2802,30.6,16-17
1026,Russell Westbrook\westbru01,OKC,2813,17.8,09-10
1026,Russell Westbrook\westbru01,OKC,2847,23.6,10-11
1026,Russell Westbrook\westbru01,OKC,2861,23.9,12-13
1026,Russell Westbrook\westbru01,OKC,2914,24.7,17-18
1027,Ryan Anderson\anderry01,HOU,1725,12.6,17-18
1027,Ryan Anderson\anderry01,HOU,2116,13.5,16-17
1027,Ryan Anderson\anderry01,MIA,44,4.5,18-19
1027,Ryan Anderson\anderry01,NOH,2503,18.1,12-13
1027,Ryan Anderson\anderry01,NOP,1675,15.6,14-15
1027,Ryan Anderson\anderry01,NOP,2008,17.2,15-16
1027,Ryan Anderson\anderry01,NOP,795,18.8,13-14
1027,Ryan Anderson\anderry01,ORL,1424,19,10-11
1027,Ryan Anderson\anderry01,ORL,1964,21.2,11-12
1027,Ryan Anderson\anderry01,ORL,911,18.1,09-10
1027,Ryan Anderson\anderry01,PHO,278,4.6,18-19
1028,Ryan Arcidiacono\arcidry01,CHI,1961,11.6,18-19
1028,Ryan Arcidiacono\arcidry01,CHI,304,7.3,17-18
1029,Ryan Bowen\bowenry01,OKC,8,31.3,09-10
1030,Ryan Broekhoff\broekry01,DAL,453,10.7,18-19
1031,Ryan Gomes\gomesry01,LAC,2095,9,10-11
1031,Ryan Gomes\gomesry01,LAC,425,4.4,11-12
1031,Ryan Gomes\gomesry01,MIN,2210,12.1,09-10
1031,Ryan Gomes\gomesry01,OKC,34,0.2,13-14
1032,Ryan Hollins\holliry01,BOS,160,6.8,11-12
1032,Ryan Hollins\holliry01,CLE,1182,10.7,10-11
1032,Ryan Hollins\holliry01,CLE,362,7,11-12
1032,Ryan Hollins\holliry01,LAC,482,11.9,13-14
1032,Ryan Hollins\holliry01,LAC,663,11.3,12-13
1032,Ryan Hollins\holliry01,MEM,412,12.9,15-16
1032,Ryan Hollins\holliry01,MIN,1223,11,09-10
1032,Ryan Hollins\holliry01,SAC,441,13.1,14-15
1032,Ryan Hollins\holliry01,WAS,48,7.2,15-16
1033,Ryan Kelly\kellyry01,ATL,110,7.8,16-17
1033,Ryan Kelly\kellyry01,LAL,1233,8.6,14-15
1033,Ryan Kelly\kellyry01,LAL,1312,12.6,13-14
1033,Ryan Kelly\kellyry01,LAL,470,10.3,15-16
1034,Ryan Reid\reidry01,OKC,17,17.6,11-12
1035,Salah Mejri\mejrisa01,DAL,397,16.8,15-16
1035,Salah Mejri\mejrisa01,DAL,399,16.1,18-19
1035,Salah Mejri\mejrisa01,DAL,729,17.8,17-18
1035,Salah Mejri\mejrisa01,DAL,905,14.8,16-17
1036,Sam Dekker\dekkesa01,CLE,169,14,18-19
1036,Sam Dekker\dekkesa01,HOU,1419,13.1,16-17
1036,Sam Dekker\dekkesa01,HOU,6,10.8,15-16
1036,Sam Dekker\dekkesa01,LAC,883,11.5,17-18
1036,Sam Dekker\dekkesa01,WAS,619,13.2,18-19
1037,Sam Young\youngsa01,IND,693,7.5,12-13
1037,Sam Young\youngsa01,MEM,1321,13,09-10
1037,Sam Young\youngsa01,MEM,1577,12.5,10-11
1037,Sam Young\youngsa01,MEM,240,10.6,11-12
1037,Sam Young\youngsa01,PHI,135,8.2,11-12
1038,Samardo Samuels\samuesa01,CLE,196,6.2,12-13
1038,Samardo Samuels\samuesa01,CLE,701,11.7,10-11
1038,Samardo Samuels\samuesa01,CLE,825,11.1,11-12
1039,Samuel Dalembert\dalemsa01,DAL,1614,16.8,13-14
1039,Samuel Dalembert\dalemsa01,HOU,1446,16.9,11-12
1039,Samuel Dalembert\dalemsa01,MIL,765,18.6,12-13
1039,Samuel Dalembert\dalemsa01,NYK,544,11.8,14-15
1039,Samuel Dalembert\dalemsa01,PHI,2124,16.8,09-10
1039,Samuel Dalembert\dalemsa01,SAC,1938,14.1,10-11
1040,Sasha Kaun\kaunsa01,CLE,95,12.5,15-16
1041,Sasha Pavlović\pavloal01,BOS,149,5.1,10-11
1041,Sasha Pavlović\pavloal01,BOS,527,6.7,11-12
1041,Sasha Pavlović\pavloal01,DAL,163,7.8,10-11
1041,Sasha Pavlović\pavloal01,MIN,877,5.4,09-10
1041,Sasha Pavlović\pavloal01,NOH,50,2.9,10-11
1041,Sasha Pavlović\pavloal01,POR,528,6.2,12-13
1042,Sasha Vujačić\vujacsa01,LAC,10,1.5,13-14
1042,Sasha Vujačić\vujacsa01,LAL,54,3.4,10-11
1042,Sasha Vujačić\vujacsa01,LAL,575,11.4,09-10
1042,Sasha Vujačić\vujacsa01,NJN,1594,12.6,10-11
1042,Sasha Vujačić\vujacsa01,NYK,408,8.6,16-17
1042,Sasha Vujačić\vujacsa01,NYK,908,11.1,15-16
1043,Scott Machado\machasc01,HOU,21,6,12-13
1043,Scott Machado\machasc01,LAL,19,22.2,18-19
1044,Scotty Hopson\hopsosc01,CLE,7,-6.5,13-14
1044,Scotty Hopson\hopsosc01,DAL,8,-4.6,17-18
1045,Sean Kilpatrick\kilpase01,BRK,1754,13.1,16-17
1045,Sean Kilpatrick\kilpase01,BRK,183,4.9,17-18
1045,Sean Kilpatrick\kilpase01,BRK,534,16.7,15-16
1045,Sean Kilpatrick\kilpase01,CHI,214,17.7,17-18
1045,Sean Kilpatrick\kilpase01,DEN,82,8,15-16
1045,Sean Kilpatrick\kilpase01,LAC,38,10.5,17-18
1045,Sean Kilpatrick\kilpase01,MIL,205,11.3,17-18
1045,Sean Kilpatrick\kilpase01,MIN,72,10,14-15
1046,Sean Marks\marksse01,NOH,75,9,09-10
1046,Sean Marks\marksse01,POR,208,4.9,10-11
1047,Sean May\mayse01,SAC,331,11.7,09-10
1048,Sean Williams\willise01,BOS,42,18.6,11-12
1048,Sean Williams\willise01,DAL,65,18.8,11-12
1048,Sean Williams\willise01,NJN,227,7,09-10
1049,Sebastian Telfair\telfase01,CLE,77,14,09-10
1049,Sebastian Telfair\telfase01,LAC,582,9.8,09-10
1049,Sebastian Telfair\telfase01,MIN,711,10.5,10-11
1049,Sebastian Telfair\telfase01,OKC,327,11.4,14-15
1049,Sebastian Telfair\telfase01,PHO,795,10.9,12-13
1049,Sebastian Telfair\telfase01,PHO,895,13.2,11-12
1049,Sebastian Telfair\telfase01,TOR,185,10.7,12-13
1050,Semaj Christon\chrisse01,OKC,973,5.7,16-17
1051,Semi Ojeleye\ojelese01,BOS,1150,4.6,17-18
1051,Semi Ojeleye\ojelese01,BOS,594,8.5,18-19
1052,Semih Erden\erdense01,BOS,531,10.8,10-11
1052,Semih Erden\erdense01,CLE,333,9.9,11-12
1052,Semih Erden\erdense01,CLE,64,6.2,10-11
1053,Serge Ibaka\ibakase01,OKC,1323,15.2,09-10
1053,Serge Ibaka\ibakase01,OKC,1792,19,11-12
1053,Serge Ibaka\ibakase01,OKC,2116,16.6,14-15
1053,Serge Ibaka\ibakase01,OKC,2216,17.7,10-11
1053,Serge Ibaka\ibakase01,OKC,2486,19.4,12-13
1053,Serge Ibaka\ibakase01,OKC,2500,13.9,15-16
1053,Serge Ibaka\ibakase01,OKC,2666,19.6,13-14
1053,Serge Ibaka\ibakase01,ORL,1710,17.5,16-17
1053,Serge Ibaka\ibakase01,TOR,2010,18.7,18-19
1053,Serge Ibaka\ibakase01,TOR,2093,14.7,17-18
1053,Serge Ibaka\ibakase01,TOR,712,13.8,16-17
1054,Sergey Karasev\karasse01,BRK,399,8.5,15-16
1054,Sergey Karasev\karasse01,BRK,555,10.5,14-15
1054,Sergey Karasev\karasse01,CLE,156,2.3,13-14
1055,Sergio Rodríguez\rodrise01,NYK,531,12.8,09-10
1055,Sergio Rodríguez\rodrise01,PHI,1518,11.1,16-17
1055,Sergio Rodríguez\rodrise01,SAC,517,16.9,09-10
1056,Seth Curry\curryse01,CLE,9,19.9,13-14
1056,Seth Curry\curryse01,DAL,2029,15.5,16-17
1056,Seth Curry\curryse01,MEM,4,0,13-14
1056,Seth Curry\curryse01,PHO,8,-11.4,14-15
1056,Seth Curry\curryse01,POR,1399,11.4,18-19
