UID,Player,Tm,MP,PER,Season
400,Francisco García\garcifr01,SAC,1386,13.5,10-11
400,Francisco García\garcifr01,SAC,575,12.4,09-10
400,Francisco García\garcifr01,SAC,710,10.5,12-13
400,Francisco García\garcifr01,SAC,798,10.7,11-12
401,Frank Jackson\jacksfr01,NOP,1169,9.4,18-19
402,Frank Kaminsky\kaminfr01,CHO,1708,12.5,15-16
402,Frank Kaminsky\kaminfr01,CHO,1835,14.4,17-18
402,Frank Kaminsky\kaminfr01,CHO,1954,13,16-17
402,Frank Kaminsky\kaminfr01,CHO,755,16.8,18-19
403,Frank Mason\masonfr01,SAC,435,12.4,18-19
403,Frank Mason\masonfr01,SAC,984,13,17-18
404,Frank Ntilikina\ntilila01,NYK,1706,7,17-18
404,Frank Ntilikina\ntilila01,NYK,904,6,18-19
405,Fred VanVleet\vanvlfr01,TOR,1520,15.9,17-18
405,Fred VanVleet\vanvlfr01,TOR,1760,13.7,18-19
405,Fred VanVleet\vanvlfr01,TOR,294,10.5,16-17
406,Furkan Aldemir\aldemfu01,PHI,540,12,14-15
407,Furkan Korkmaz\korkmfu01,PHI,679,11.5,18-19
407,Furkan Korkmaz\korkmfu01,PHI,80,3.4,17-18
408,Gal Mekel\mekelga01,DAL,292,5.4,13-14
408,Gal Mekel\mekelga01,NOP,43,0.5,14-15
409,Gani Lawal\lawalga01,PHO,2,-9.1,10-11
410,Garret Siler\silerga01,PHO,101,13.5,10-11
411,Garrett Temple\templga01,CHA,126,6.4,10-11
411,Garrett Temple\templga01,HOU,118,8.6,09-10
411,Garrett Temple\templga01,LAC,510,8,18-19
411,Garrett Temple\templga01,MEM,1530,8.6,18-19
411,Garrett Temple\templga01,MIL,83,3.1,10-11
411,Garrett Temple\templga01,SAC,1615,10.2,17-18
411,Garrett Temple\templga01,SAC,1728,11.2,16-17
411,Garrett Temple\templga01,SAC,23,15.4,09-10
411,Garrett Temple\templga01,SAS,193,11.1,09-10
411,Garrett Temple\templga01,SAS,21,0.6,10-11
411,Garrett Temple\templga01,WAS,1156,8.8,12-13
411,Garrett Temple\templga01,WAS,1951,9.3,15-16
411,Garrett Temple\templga01,WAS,638,7.8,13-14
411,Garrett Temple\templga01,WAS,735,10.9,14-15
412,Gary Clark\clarkga01,HOU,641,9.2,18-19
413,Gary Forbes\forbega01,DEN,791,11.7,10-11
413,Gary Forbes\forbega01,TOR,713,13.3,11-12
414,Gary Harris\harriga01,DEN,1639,12.2,18-19
414,Gary Harris\harriga01,DEN,1782,16.5,16-17
414,Gary Harris\harriga01,DEN,2304,16.5,17-18
414,Gary Harris\harriga01,DEN,2439,12.7,15-16
414,Gary Harris\harriga01,DEN,719,4.9,14-15
415,Gary Neal\nealga01,ATL,18,-4.3,16-17
415,Gary Neal\nealga01,CHA,507,14,13-14
415,Gary Neal\nealga01,CHO,931,9.9,14-15
415,Gary Neal\nealga01,MIL,607,11.2,13-14
415,Gary Neal\nealga01,MIN,262,15.1,14-15
415,Gary Neal\nealga01,SAS,1206,14.2,11-12
415,Gary Neal\nealga01,SAS,1484,11.5,12-13
415,Gary Neal\nealga01,SAS,1685,13.1,10-11
415,Gary Neal\nealga01,WAS,807,13.5,15-16
416,Gary Payton\paytoga02,LAL,115,11.8,17-18
416,Gary Payton\paytoga02,MIL,106,7.6,17-18
416,Gary Payton\paytoga02,MIL,99,4.5,16-17
416,Gary Payton\paytoga02,WAS,16,36.9,18-19
417,Gary Trent\trentga02,POR,111,3.6,18-19
418,George Hill\hillge01,CLE,344,13.5,18-19
418,George Hill\hillge01,CLE,669,12.2,17-18
418,George Hill\hillge01,IND,1267,21.5,14-15
418,George Hill\hillge01,IND,1274,15.7,11-12
418,George Hill\hillge01,IND,2434,13.4,13-14
418,George Hill\hillge01,IND,2524,13.2,15-16
418,George Hill\hillge01,IND,2620,16.6,12-13
418,George Hill\hillge01,MIL,958,11.6,18-19
418,George Hill\hillge01,SAC,1143,14,17-18
418,George Hill\hillge01,SAS,2148,14.6,10-11
418,George Hill\hillge01,SAS,2276,14.7,09-10
418,George Hill\hillge01,UTA,1544,19.3,16-17
419,George King\kingge03,PHO,6,1.9,18-19
420,Georges Niang\niangge01,IND,93,0.1,16-17
420,Georges Niang\niangge01,UTA,32,9.2,17-18
420,Georges Niang\niangge01,UTA,516,13,18-19
421,Georgios Papagiannis\papagge01,POR,4,58.1,17-18
421,Georgios Papagiannis\papagge01,SAC,118,10.7,17-18
421,Georgios Papagiannis\papagge01,SAC,355,12.7,16-17
422,Gerald Green\greenge01,BOS,538,11.9,16-17
422,Gerald Green\greenge01,HOU,1473,11.4,18-19
422,Gerald Green\greenge01,HOU,929,14.1,17-18
422,Gerald Green\greenge01,IND,1080,9.9,12-13
422,Gerald Green\greenge01,MIA,1557,10.1,15-16
422,Gerald Green\greenge01,NJN,781,15.8,11-12
422,Gerald Green\greenge01,PHO,1446,15.4,14-15
422,Gerald Green\greenge01,PHO,2330,16.5,13-14
423,Gerald Henderson\hendege02,CHA,1661,13.2,10-11
423,Gerald Henderson\hendege02,CHA,1831,14,11-12
423,Gerald Henderson\hendege02,CHA,2133,16.4,12-13
423,Gerald Henderson\hendege02,CHA,2461,13.1,13-14
423,Gerald Henderson\hendege02,CHA,355,9.7,09-10
423,Gerald Henderson\hendege02,CHO,2315,13.2,14-15
423,Gerald Henderson\hendege02,PHI,1667,10.8,16-17
423,Gerald Henderson\hendege02,POR,1431,12.9,15-16
424,Gerald Wallace\wallage01,BOS,1416,10,13-14
424,Gerald Wallace\wallage01,BOS,286,6.2,14-15
424,Gerald Wallace\wallage01,BRK,2076,11.6,12-13
424,Gerald Wallace\wallage01,CHA,1872,15,10-11
424,Gerald Wallace\wallage01,CHA,3119,18.3,09-10
424,Gerald Wallace\wallage01,NJN,573,17.2,11-12
424,Gerald Wallace\wallage01,POR,1503,15.5,11-12
424,Gerald Wallace\wallage01,POR,821,18.9,10-11
425,Gian Clavell\clavegi01,DAL,64,7.4,17-18
426,Giannis Antetokounmpo\antetgi01,MIL,1897,10.8,13-14
426,Giannis Antetokounmpo\antetgi01,MIL,2358,30.9,18-19
426,Giannis Antetokounmpo\antetgi01,MIL,2541,14.8,14-15
426,Giannis Antetokounmpo\antetgi01,MIL,2756,27.3,17-18
426,Giannis Antetokounmpo\antetgi01,MIL,2823,18.8,15-16
426,Giannis Antetokounmpo\antetgi01,MIL,2845,26.1,16-17
427,Gilbert Arenas\arenagi01,MEM,211,9.9,11-12
427,Gilbert Arenas\arenagi01,ORL,1070,8.6,10-11
427,Gilbert Arenas\arenagi01,WAS,1169,18.7,09-10
427,Gilbert Arenas\arenagi01,WAS,726,14,10-11
428,Glen Davis\davisgl01,BOS,2298,12.8,10-11
428,Glen Davis\davisgl01,BOS,933,11.5,09-10
428,Glen Davis\davisgl01,LAC,308,10.3,13-14
428,Glen Davis\davisgl01,LAC,904,10.8,14-15
428,Glen Davis\davisgl01,ORL,1064,15,12-13
428,Glen Davis\davisgl01,ORL,1354,13.7,13-14
428,Glen Davis\davisgl01,ORL,1427,13.2,11-12
429,Glen Rice\ricegl02,WAS,109,6.6,13-14
429,Glen Rice\ricegl02,WAS,43,-3.6,14-15
430,Glenn Robinson\robingl02,DET,610,8.7,18-19
430,Glenn Robinson\robingl02,IND,1427,11.5,16-17
430,Glenn Robinson\robingl02,IND,338,10.8,17-18
430,Glenn Robinson\robingl02,IND,508,11.4,15-16
430,Glenn Robinson\robingl02,MIN,108,8.2,14-15
430,Glenn Robinson\robingl02,PHI,153,8.6,14-15
431,Goran Dragić\dragigo01,HOU,1752,18,11-12
431,Goran Dragić\dragigo01,HOU,378,17.7,10-11
431,Goran Dragić\dragigo01,MIA,2363,15.5,15-16
431,Goran Dragić\dragigo01,MIA,2378,16.6,17-18
431,Goran Dragić\dragigo01,MIA,2459,19.8,16-17
431,Goran Dragić\dragigo01,MIA,905,18.8,14-15
431,Goran Dragić\dragigo01,MIA,991,13.9,18-19
431,Goran Dragić\dragigo01,PHO,1442,14.8,09-10
431,Goran Dragić\dragigo01,PHO,1735,16.7,14-15
431,Goran Dragić\dragigo01,PHO,2581,17.5,12-13
431,Goran Dragić\dragigo01,PHO,2668,21.4,13-14
431,Goran Dragić\dragigo01,PHO,856,11.2,10-11
432,Gordon Hayward\haywago01,BOS,1863,15.6,18-19
432,Gordon Hayward\haywago01,BOS,5,7.3,17-18
432,Gordon Hayward\haywago01,UTA,1218,10.7,10-11
432,Gordon Hayward\haywago01,UTA,2015,15.5,11-12
432,Gordon Hayward\haywago01,UTA,2104,16.8,12-13
432,Gordon Hayward\haywago01,UTA,2516,22.2,16-17
432,Gordon Hayward\haywago01,UTA,2618,20.2,14-15
432,Gordon Hayward\haywago01,UTA,2800,16.2,13-14
432,Gordon Hayward\haywago01,UTA,2893,18.3,15-16
433,Gorgui Dieng\dienggo01,MIN,1031,18.1,18-19
433,Gorgui Dieng\dienggo01,MIN,1333,14.7,17-18
433,Gorgui Dieng\dienggo01,MIN,2193,17.2,14-15
433,Gorgui Dieng\dienggo01,MIN,2220,17.1,15-16
433,Gorgui Dieng\dienggo01,MIN,2653,14.2,16-17
433,Gorgui Dieng\dienggo01,MIN,818,16.5,13-14
434,Grant Hill*\hillgr01,LAC,437,4.8,12-13
434,Grant Hill*\hillgr01,PHO,1378,12.3,11-12
434,Grant Hill*\hillgr01,PHO,2409,14.7,10-11
434,Grant Hill*\hillgr01,PHO,2430,14,09-10
435,Grant Jerrett\jerregr01,OKC,25,-11,14-15
435,Grant Jerrett\jerregr01,UTA,26,13.6,14-15
436,Grayson Allen\allengr01,UTA,416,7.5,18-19
437,Greg Monroe\monrogr01,BOS,496,23,17-18
437,Greg Monroe\monrogr01,BOS,5,60.2,18-19
437,Greg Monroe\monrogr01,DET,2082,22,11-12
437,Greg Monroe\monrogr01,DET,2137,21.2,14-15
437,Greg Monroe\monrogr01,DET,2222,18,10-11
437,Greg Monroe\monrogr01,DET,2687,19.5,12-13
437,Greg Monroe\monrogr01,DET,2690,18.1,13-14
437,Greg Monroe\monrogr01,MIL,1823,21.1,16-17
437,Greg Monroe\monrogr01,MIL,2314,21.8,15-16
437,Greg Monroe\monrogr01,MIL,79,11.1,17-18
437,Greg Monroe\monrogr01,PHI,52,31.7,18-19
437,Greg Monroe\monrogr01,PHO,465,21,17-18
437,Greg Monroe\monrogr01,TOR,423,13.5,18-19
438,Greg Oden\odengr01,MIA,212,12.4,13-14
438,Greg Oden\odengr01,POR,502,23.1,09-10
439,Greg Smith\smithgr02,DAL,363,10.2,14-15
439,Greg Smith\smithgr02,HOU,100,13.7,13-14
439,Greg Smith\smithgr02,HOU,1110,16.1,12-13
439,Greg Smith\smithgr02,HOU,69,12.3,11-12
439,Greg Smith\smithgr02,MIN,192,7.9,15-16
440,Greg Stiemsma\stiemgr01,BOS,766,13.6,11-12
440,Greg Stiemsma\stiemgr01,MIN,1209,10.5,12-13
440,Greg Stiemsma\stiemgr01,NOP,1007,9.7,13-14
440,Greg Stiemsma\stiemgr01,TOR,66,7.8,14-15
441,Greivis Vásquez\vasqugr01,BRK,39,4.1,16-17
441,Greivis Vásquez\vasqugr01,MEM,860,9.4,10-11
441,Greivis Vásquez\vasqugr01,MIL,460,7.4,15-16
441,Greivis Vásquez\vasqugr01,NOH,1706,14.2,11-12
441,Greivis Vásquez\vasqugr01,NOH,2685,16.3,12-13
441,Greivis Vásquez\vasqugr01,SAC,465,14.1,13-14
441,Greivis Vásquez\vasqugr01,TOR,1314,14.2,13-14
441,Greivis Vásquez\vasqugr01,TOR,1991,12.6,14-15
442,Guerschon Yabusele\yabusgu01,BOS,235,12.3,17-18
442,Guerschon Yabusele\yabusgu01,BOS,251,12.4,18-19
443,Gustavo Ayón\ayongu01,ATL,429,12.9,13-14
443,Gustavo Ayón\ayongu01,MIL,163,16.6,12-13
443,Gustavo Ayón\ayongu01,NOH,1088,16.7,11-12
443,Gustavo Ayón\ayongu01,ORL,571,11.7,12-13
444,Hakim Warrick\warriha01,CHA,482,11.3,12-13
444,Hakim Warrick\warriha01,CHI,533,15.7,09-10
444,Hakim Warrick\warriha01,MIL,1024,15.6,09-10
444,Hakim Warrick\warriha01,NOH,7,28.8,12-13
444,Hakim Warrick\warriha01,PHO,1416,16.5,10-11
444,Hakim Warrick\warriha01,PHO,503,13.1,11-12
445,Hamady N'Diaye\ndiayha01,SAC,74,2.9,13-14
445,Hamady N'Diaye\ndiayha01,WAS,3,-13.1,11-12
445,Hamady N'Diaye\ndiayha01,WAS,80,5.3,10-11
446,Hamed Haddadi\haddaha01,MEM,168,19.7,10-11
446,Hamed Haddadi\haddaha01,MEM,206,16.3,11-12
446,Hamed Haddadi\haddaha01,MEM,240,7.2,09-10
446,Hamed Haddadi\haddaha01,MEM,87,7.4,12-13
446,Hamed Haddadi\haddaha01,PHO,235,11.2,12-13
447,Hamidou Diallo\diallha01,OKC,526,10.1,18-19
448,Harrison Barnes\barneha02,DAL,1584,13.1,18-19
448,Harrison Barnes\barneha02,DAL,2634,15.8,17-18
448,Harrison Barnes\barneha02,DAL,2803,16.3,16-17
448,Harrison Barnes\barneha02,GSW,2042,12.3,15-16
448,Harrison Barnes\barneha02,GSW,2058,11,12-13
448,Harrison Barnes\barneha02,GSW,2204,9.8,13-14
448,Harrison Barnes\barneha02,GSW,2318,13.4,14-15
448,Harrison Barnes\barneha02,SAC,949,12.3,18-19
449,Harry Giles\gilesha01,SAC,820,14.4,18-19
450,Hasheem Thabeet\thabeha01,HOU,23,16.4,11-12
450,Hasheem Thabeet\thabeha01,HOU,4,-13.6,10-11
450,Hasheem Thabeet\thabeha01,MEM,369,4.9,10-11
450,Hasheem Thabeet\thabeha01,MEM,883,12.9,09-10
450,Hasheem Thabeet\thabeha01,OKC,192,2.6,13-14
450,Hasheem Thabeet\thabeha01,OKC,770,11.6,12-13
450,Hasheem Thabeet\thabeha01,POR,116,11.6,11-12
451,Hassan Whiteside\whiteha01,MIA,1142,26.2,14-15
451,Hassan Whiteside\whiteha01,MIA,1364,24.1,17-18
451,Hassan Whiteside\whiteha01,MIA,1674,23.5,18-19
451,Hassan Whiteside\whiteha01,MIA,2125,25.7,15-16
451,Hassan Whiteside\whiteha01,MIA,2513,22.6,16-17
451,Hassan Whiteside\whiteha01,SAC,109,16.2,11-12
451,Hassan Whiteside\whiteha01,SAC,2,-17.9,10-11
452,Haywood Highsmith\highsha01,PHI,40,4.5,18-19
453,Hedo Türkoğlu\turkohe01,LAC,392,11.3,13-14
453,Hedo Türkoğlu\turkohe01,LAC,705,10.5,14-15
453,Hedo Türkoğlu\turkohe01,ORL,1653,11.7,11-12
453,Hedo Türkoğlu\turkohe01,ORL,189,3.4,12-13
453,Hedo Türkoğlu\turkohe01,ORL,1910,13.6,10-11
453,Hedo Türkoğlu\turkohe01,PHO,630,13.1,10-11
453,Hedo Türkoğlu\turkohe01,TOR,2272,13.3,09-10
454,Henry Ellenson\ellenhe01,DET,146,7.5,16-17
454,Henry Ellenson\ellenhe01,DET,25,14.8,18-19
454,Henry Ellenson\ellenhe01,DET,329,10.5,17-18
454,Henry Ellenson\ellenhe01,NYK,234,12.9,18-19
455,Henry Sims\simshe01,BRK,263,13.9,15-16
455,Henry Sims\simshe01,CLE,168,10.7,13-14
455,Henry Sims\simshe01,NOH,5,29.2,12-13
455,Henry Sims\simshe01,PHI,1399,14.5,14-15
455,Henry Sims\simshe01,PHI,707,17.4,13-14
456,Henry Walker\walkebi01,BOS,29,7.6,09-10
456,Henry Walker\walkebi01,MIA,628,8,14-15
456,Henry Walker\walkebi01,NYK,620,8.2,11-12
456,Henry Walker\walkebi01,NYK,739,14.9,09-10
456,Henry Walker\walkebi01,NYK,784,11.3,10-11
457,Hilton Armstrong\armsthi01,ATL,76,10.1,10-11
457,Hilton Armstrong\armsthi01,GSW,97,17,13-14
457,Hilton Armstrong\armsthi01,HOU,40,1.1,09-10
457,Hilton Armstrong\armsthi01,NOH,239,7.5,09-10
457,Hilton Armstrong\armsthi01,SAC,56,8.4,09-10
457,Hilton Armstrong\armsthi01,WAS,412,8.6,10-11
458,Hollis Thompson\thompho01,NOP,191,4.7,16-17
458,Hollis Thompson\thompho01,PHI,1742,9.5,13-14
458,Hollis Thompson\thompho01,PHI,1776,10.9,14-15
458,Hollis Thompson\thompho01,PHI,2154,9.2,15-16
458,Hollis Thompson\thompho01,PHI,561,9,16-17
459,Ian Clark\clarkia01,DEN,31,11.6,14-15
459,Ian Clark\clarkia01,GSW,1137,13.1,16-17
459,Ian Clark\clarkia01,GSW,578,11.5,15-16
459,Ian Clark\clarkia01,NOP,1455,9.4,17-18
459,Ian Clark\clarkia01,NOP,973,8.3,18-19
459,Ian Clark\clarkia01,UTA,161,8.3,14-15
459,Ian Clark\clarkia01,UTA,172,9.2,13-14
460,Ian Mahinmi\mahinia01,DAL,1139,13.5,11-12
460,Ian Mahinmi\mahinia01,DAL,488,13.7,10-11
460,Ian Mahinmi\mahinia01,IND,1146,10.8,14-15
460,Ian Mahinmi\mahinia01,IND,1248,10.2,13-14
460,Ian Mahinmi\mahinia01,IND,1322,10.6,12-13
460,Ian Mahinmi\mahinia01,IND,1816,16.6,15-16
460,Ian Mahinmi\mahinia01,SAS,165,21.6,09-10
460,Ian Mahinmi\mahinia01,WAS,1145,12.2,17-18
460,Ian Mahinmi\mahinia01,WAS,498,12,18-19
460,Ian Mahinmi\mahinia01,WAS,555,14.1,16-17
461,Ike Anigbogu\anigbik01,IND,30,21.6,17-18
461,Ike Anigbogu\anigbik01,IND,6,-6,18-19
462,Ike Diogu\dioguik01,LAC,470,13.7,10-11
462,Ike Diogu\dioguik01,SAS,14,-2.9,11-12
463,Iman Shumpert\shumpim01,CLE,1316,8.4,15-16
463,Iman Shumpert\shumpim01,CLE,1937,9,16-17
463,Iman Shumpert\shumpim01,CLE,276,6.4,17-18
463,Iman Shumpert\shumpim01,CLE,920,11.1,14-15
463,Iman Shumpert\shumpim01,HOU,382,6.3,18-19
463,Iman Shumpert\shumpim01,NYK,1705,10.8,11-12
463,Iman Shumpert\shumpim01,NYK,1962,9.6,13-14
463,Iman Shumpert\shumpim01,NYK,625,11.9,14-15
463,Iman Shumpert\shumpim01,NYK,996,11.7,12-13
463,Iman Shumpert\shumpim01,SAC,1099,10.1,18-19
464,Ime Udoka\udokaim01,SAC,944,9.6,09-10
464,Ime Udoka\udokaim01,SAS,130,5.3,10-11
465,Isaac Bonga\bongais01,LAL,120,6,18-19
466,Isaac Humphries\humphis01,ATL,56,3.4,18-19
467,Isaiah Briscoe\briscis01,ORL,559,6.7,18-19
468,Isaiah Canaan\canaais01,CHI,592,8.1,16-17
468,Isaiah Canaan\canaais01,HOU,252,9.5,13-14
468,Isaiah Canaan\canaais01,HOU,369,11.8,14-15
468,Isaiah Canaan\canaais01,HOU,4,-7.3,17-18
468,Isaiah Canaan\canaais01,MIL,31,5.2,18-19
468,Isaiah Canaan\canaais01,MIN,95,12.3,18-19
468,Isaiah Canaan\canaais01,PHI,1966,11.1,15-16
468,Isaiah Canaan\canaais01,PHI,569,12.8,14-15
468,Isaiah Canaan\canaais01,PHO,418,13.7,17-18
468,Isaiah Canaan\canaais01,PHO,503,7.3,18-19
469,Isaiah Hartenstein\harteis01,HOU,221,10,18-19
470,Isaiah Hicks\hicksis01,NYK,240,6.8,17-18
470,Isaiah Hicks\hicksis01,NYK,32,17.4,18-19
471,Isaiah Taylor\taylois01,ATL,1167,10.9,17-18
471,Isaiah Taylor\taylois01,HOU,52,0.3,16-17
472,Isaiah Thomas\thomais02,BOS,2569,26.5,16-17
472,Isaiah Thomas\thomais02,BOS,2644,21.5,15-16
472,Isaiah Thomas\thomais02,BOS,545,22.3,14-15
472,Isaiah Thomas\thomais02,CLE,406,12.3,17-18
472,Isaiah Thomas\thomais02,DEN,181,7,18-19
472,Isaiah Thomas\thomais02,LAL,456,12.8,17-18
472,Isaiah Thomas\thomais02,PHO,1181,19.7,14-15
472,Isaiah Thomas\thomais02,SAC,1656,17.6,11-12
472,Isaiah Thomas\thomais02,SAC,2122,17.5,12-13
472,Isaiah Thomas\thomais02,SAC,2497,20.5,13-14
473,Isaiah Whitehead\whiteis01,BRK,1643,7.6,16-17
473,Isaiah Whitehead\whiteis01,BRK,180,11.5,17-18
474,Ish Smith\smithis01,DET,1251,11.8,18-19
474,Ish Smith\smithis01,DET,1955,14.7,16-17
474,Ish Smith\smithis01,DET,2043,15.4,17-18
474,Ish Smith\smithis01,GSW,63,16.7,11-12
474,Ish Smith\smithis01,HOU,329,8.8,10-11
474,Ish Smith\smithis01,MEM,113,4.3,10-11
474,Ish Smith\smithis01,MIL,138,12.1,12-13
474,Ish Smith\smithis01,NOP,617,16.3,15-16
474,Ish Smith\smithis01,OKC,155,9,14-15
474,Ish Smith\smithis01,ORL,171,13.1,11-12
474,Ish Smith\smithis01,ORL,378,7.2,12-13
474,Ish Smith\smithis01,PHI,1622,14.4,15-16
474,Ish Smith\smithis01,PHI,677,13,14-15
474,Ish Smith\smithis01,PHO,1006,11.7,13-14
475,Ivan Johnson\johnsiv01,ATL,1035,15.7,12-13
475,Ivan Johnson\johnsiv01,ATL,934,14.3,11-12
476,Ivan Rabb\rabbiv01,MEM,516,16.6,17-18
476,Ivan Rabb\rabbiv01,MEM,721,16.1,18-19
477,Ivica Zubac\zubaciv01,LAC,524,18.3,18-19
477,Ivica Zubac\zubaciv01,LAL,410,15.3,17-18
477,Ivica Zubac\zubaciv01,LAL,516,19.5,18-19
477,Ivica Zubac\zubaciv01,LAL,609,17,16-17
478,J.J. Barea\bareajo01,DAL,1362,15.1,14-15
478,J.J. Barea\bareajo01,DAL,1546,12.8,09-10
478,J.J. Barea\bareajo01,DAL,1603,17.8,17-18
478,J.J. Barea\bareajo01,DAL,1667,15.4,15-16
478,J.J. Barea\bareajo01,DAL,1669,14.8,10-11
478,J.J. Barea\bareajo01,DAL,752,16.3,18-19
478,J.J. Barea\bareajo01,DAL,771,17.2,16-17
478,J.J. Barea\bareajo01,MIN,1032,14.9,11-12
478,J.J. Barea\bareajo01,MIN,1471,11.6,13-14
478,J.J. Barea\bareajo01,MIN,1713,14.1,12-13
479,J.J. Hickson\hicksjj01,CLE,1691,15.2,09-10
479,J.J. Hickson\hicksjj01,CLE,2256,15.6,10-11
479,J.J. Hickson\hicksjj01,DEN,1411,14.3,14-15
479,J.J. Hickson\hicksjj01,DEN,1859,16.2,13-14
479,J.J. Hickson\hicksjj01,DEN,305,15.8,15-16
479,J.J. Hickson\hicksjj01,POR,2323,19.7,12-13
479,J.J. Hickson\hicksjj01,POR,600,20.2,11-12
479,J.J. Hickson\hicksjj01,SAC,644,9.9,11-12
479,J.J. Hickson\hicksjj01,WAS,131,18.9,15-16
480,J.J. O'Brien\obriejj01,UTA,6,1.3,15-16
481,J.J. Redick\redicjj01,LAC,2097,17.5,15-16
481,J.J. Redick\redicjj01,LAC,2198,14.8,16-17
481,J.J. Redick\redicjj01,LAC,2409,16.2,14-15
481,J.J. Redick\redicjj01,LAC,987,16.6,13-14
481,J.J. Redick\redicjj01,MIL,804,11.9,12-13
481,J.J. Redick\redicjj01,ORL,1513,12.8,10-11
481,J.J. Redick\redicjj01,ORL,1575,16.1,12-13
481,J.J. Redick\redicjj01,ORL,1765,15.1,11-12
481,J.J. Redick\redicjj01,ORL,1808,15,09-10
481,J.J. Redick\redicjj01,PHI,2116,15.9,17-18
481,J.J. Redick\redicjj01,PHI,2379,15.1,18-19
482,J.P. Macura\macurjp01,CHO,17,5.7,18-19
483,J.R. Giddens\giddejr01,BOS,99,7.3,09-10
483,J.R. Giddens\giddejr01,NYK,140,10.5,09-10
484,J.R. Smith\smithjr01,CLE,1187,8.1,16-17
484,J.R. Smith\smithjr01,CLE,1461,14.5,14-15
484,J.R. Smith\smithjr01,CLE,222,7.8,18-19
484,J.R. Smith\smithjr01,CLE,2244,8.4,17-18
484,J.R. Smith\smithjr01,CLE,2362,12.4,15-16
484,J.R. Smith\smithjr01,DEN,1968,16.4,10-11
484,J.R. Smith\smithjr01,DEN,2082,15,09-10
484,J.R. Smith\smithjr01,NYK,2421,14,13-14
484,J.R. Smith\smithjr01,NYK,2678,17.6,12-13
484,J.R. Smith\smithjr01,NYK,619,11.5,14-15
484,J.R. Smith\smithjr01,NYK,967,15.2,11-12
485,Jabari Bird\birdja01,BOS,115,12.1,17-18
486,Jabari Brown\brownja01,LAL,568,11,14-15
487,Jabari Parker\parkeja01,CHI,1042,14.6,18-19
487,Jabari Parker\parkeja01,MIL,1728,19.1,16-17
487,Jabari Parker\parkeja01,MIL,2408,14.8,15-16
487,Jabari Parker\parkeja01,MIL,738,14.5,14-15
487,Jabari Parker\parkeja01,MIL,743,17.1,17-18
487,Jabari Parker\parkeja01,WAS,682,17,18-19
488,Jack Cooley\cooleja01,SAC,87,19.7,17-18
488,Jack Cooley\cooleja01,UTA,87,11.4,14-15
489,Jacob Evans\evansja02,GSW,204,3.5,18-19
490,Jacob Pullen\pulleja01,PHI,6,-2.3,17-18
491,Jacob Wiley\wileyja01,BRK,33,8.2,17-18
492,Jae Crowder\crowdja01,BOS,1382,14.1,14-15
492,Jae Crowder\crowdja01,BOS,2308,15.8,15-16
492,Jae Crowder\crowdja01,BOS,2335,14.9,16-17
492,Jae Crowder\crowdja01,CLE,1346,10.2,17-18
492,Jae Crowder\crowdja01,DAL,1254,11.9,13-14
492,Jae Crowder\crowdja01,DAL,1353,10.2,12-13
492,Jae Crowder\crowdja01,DAL,265,12.7,14-15
492,Jae Crowder\crowdja01,UTA,2166,12.1,18-19
492,Jae Crowder\crowdja01,UTA,744,10.8,17-18
493,Jahlil Okafor\okafoja01,BRK,328,15.8,17-18
493,Jahlil Okafor\okafoja01,NOP,935,17.9,18-19
493,Jahlil Okafor\okafoja01,PHI,1134,14.8,16-17
493,Jahlil Okafor\okafoja01,PHI,1591,17.1,15-16
493,Jahlil Okafor\okafoja01,PHI,25,8.8,17-18
494,JaJuan Johnson\johnsja02,BOS,298,11.4,11-12
495,JaKarr Sampson\sampsja02,CHI,127,22.5,18-19
495,JaKarr Sampson\sampsja02,DEN,469,9.3,15-16
495,JaKarr Sampson\sampsja02,PHI,1131,9.4,14-15
495,JaKarr Sampson\sampsja02,PHI,691,7.7,15-16
495,JaKarr Sampson\sampsja02,SAC,344,13.9,17-18
496,Jake Layman\laymaja01,POR,1327,13.5,18-19
496,Jake Layman\laymaja01,POR,160,4.9,17-18
496,Jake Layman\laymaja01,POR,249,4.9,16-17
497,Jakob Pöltl\poeltja01,SAS,1273,19.4,18-19
497,Jakob Pöltl\poeltja01,TOR,1524,17.5,17-18
497,Jakob Pöltl\poeltja01,TOR,626,12.2,16-17
498,Jalen Brunson\brunsja01,DAL,1591,12.8,18-19
499,Jalen Jones\jonesja04,CLE,214,11.7,18-19
499,Jalen Jones\jonesja04,DAL,162,10.9,17-18
499,Jalen Jones\jonesja04,NOP,19,5,17-18
500,Jamaal Franklin\frankja01,DEN,13,4.9,14-15
500,Jamaal Franklin\frankja01,MEM,161,4.7,13-14
501,Jamaal Magloire\magloja01,MIA,158,12.7,10-11
501,Jamaal Magloire\magloja01,MIA,359,9.4,09-10
501,Jamaal Magloire\magloja01,TOR,374,2.7,11-12
502,Jamaal Tinsley\tinslja01,MEM,589,7.8,09-10
502,Jamaal Tinsley\tinslja01,UTA,110,1.9,13-14
502,Jamaal Tinsley\tinslja01,UTA,1221,10.6,12-13
502,Jamaal Tinsley\tinslja01,UTA,507,10.9,11-12
503,Jamal Crawford\crawfja01,ATL,2297,14.2,10-11
503,Jamal Crawford\crawfja01,ATL,2460,18.4,09-10
503,Jamal Crawford\crawfja01,LAC,1703,16.6,14-15
